Environment,Covariate,Quantile,Time,Value
SO,PRECTOT,0.5,65,1.685880736597997
SO,PRECTOT,0.5,90,-0.09225312080288858
SO,PRECTOT,0.75,0,-0.4666490189373859
SO,PRECTOT,0.75,14,-1.6377817136384503
SO,PRECTOT,0.75,35,0.7254480169138814
SO,PRECTOT,0.75,65,0.751884855293141
SO,PRECTOT,0.75,90,-0.30867290500390265
SO,Ra,0.25,0,1.0517104765168908
SO,Ra,0.25,14,1.1635728023133591
SO,Ra,0.25,35,1.1871024098330678
SO,Ra,0.25,65,1.1764519460034337
SO,Ra,0.25,90,1.114969890305236
SO,Ra,0.5,0,0.9962733838167475
SO,Ra,0.5,14,1.1508935508703348
SO,Ra,0.5,35,1.1851417112700913
SO,Ra,0.5,65,1.1816299032535507
SO,Ra,0.5,90,1.138063594457552
SO,Ra,0.75,0,0.9090636279063955
SO,Ra,0.75,14,1.1310426678656618
SO,Ra,0.75,35,1.180874719578893
SO,Ra,0.75,65,1.1850297434877397
SO,Ra,0.75,90,1.1551514687524642
SO,RH2M,0.25,0,-1.0990487544433936
SO,RH2M,0.25,14,-1.7508650898330034
SO,RH2M,0.25,35,-1.1215079328566453
SO,RH2M,0.25,65,-0.5618019891983813
SO,RH2M,0.25,90,-1.1164698894271836
SO,RH2M,0.5,0,-0.5864413813022304
SO,RH2M,0.5,14,-1.7493418999375525
SO,RH2M,0.5,35,-1.1200138738526701
SO,RH2M,0.5,65,-0.5758311726841342
SO,RH2M,0.5,90,-0.9905702455085665
SO,RH2M,0.75,0,0.21530604847871965
SO,RH2M,0.75,14,-1.7652833792497171
SO,RH2M,0.75,35,-1.095233657692712
SO,RH2M,0.75,65,-0.7640358828641208
SO,RH2M,0.75,90,-1.0172751294149367
SO,SPV,0.25,0,0.8928051388958502
SO,SPV,0.25,14,1.5042271940366867
SO,SPV,0.25,35,1.536605700883368
SO,SPV,0.25,65,1.3271693132445317
SO,SPV,0.25,90,1.3386179660275968
SO,SPV,0.5,0,1.3451779664925272
SO,SPV,0.5,14,1.5635387605661573
SO,SPV,0.5,35,1.4919879603201016
SO,SPV,0.5,65,1.344530246342655
SO,SPV,0.5,90,1.4075639681231857
SO,SPV,0.75,0,1.3597450742569628
SO,SPV,0.75,14,1.6318984379718806
SO,SPV,0.75,35,1.5824781360467681
SO,SPV,0.75,65,1.363475818232111
SO,SPV,0.75,90,1.4719880662997402
SO,Srad,0.25,0,0.22254695300862298
SO,Srad,0.25,14,-0.8407828021674064
SO,Srad,0.25,35,1.0224175197814547
SO,Srad,0.25,65,0.469997623785486
SO,Srad,0.25,90,0.04502787759818301
SO,Srad,0.5,0,0.866734730365395
SO,Srad,0.5,14,0.8574323161040796
SO,Srad,0.5,35,1.010004967709801
SO,Srad,0.5,65,0.4085854430712473
SO,Srad,0.5,90,-0.22620165241562287
SO,Srad,0.75,0,0.8768630900963517
SO,Srad,0.75,14,1.2614439646343427
SO,Srad,0.75,35,0.26679327882989184
SO,Srad,0.75,65,-0.6728827844220643
SO,Srad,0.75,90,-0.49660017530152084
SO,T2M_MAX,0.25,0,1.2744690172054463
SO,T2M_MAX,0.25,14,1.4729493771255813
SO,T2M_MAX,0.25,35,1.6506420906828065
SO,T2M_MAX,0.25,65,1.4176986698351233
SO,T2M_MAX,0.25,90,1.3017315256503785
SO,T2M_MAX,0.5,0,1.64413145985698
SO,T2M_MAX,0.5,14,1.696144679850157
SO,T2M_MAX,0.5,35,1.705374449471799
SO,T2M_MAX,0.5,65,1.5349609504874253
SO,T2M_MAX,0.5,90,1.4959060204192782
SO,T2M_MAX,0.75,0,1.5894649712090196
SO,T2M_MAX,0.75,14,1.6989627266163432
SO,T2M_MAX,0.75,35,1.7431907447237978
SO,T2M_MAX,0.75,65,1.603602935745931
SO,T2M_MAX,0.75,90,1.4633897761962
SO,T2M_MIN,0.25,0,0.8843711758832068
SO,T2M_MIN,0.25,14,1.3308075833811055
SO,T2M_MIN,0.25,35,1.1585582295410104
SO,T2M_MIN,0.25,65,1.1133460232889612
SO,T2M_MIN,0.25,90,1.2470985587453907
SO,T2M_MIN,0.5,0,0.8783396607000262
SO,T2M_MIN,0.5,14,1.388918441607731
SO,T2M_MIN,0.5,35,1.1041730105005128
SO,T2M_MIN,0.5,65,1.1954362806744185
SO,T2M_MIN,0.5,90,1.267349927392889
SO,T2M_MIN,0.75,0,0.6285555267100023
SO,T2M_MIN,0.75,14,1.2309899999844205
SO,T2M_MIN,0.75,35,1.3130134870902601
SO,T2M_MIN,0.75,65,1.1320198189297328
SO,T2M_MIN,0.75,90,1.2917869725329671
SO,T2M,0.25,0,0.8797752491071585
SO,T2M,0.25,14,1.4238685231104817
SO,T2M,0.25,35,1.4375303933878176
SO,T2M,0.25,65,1.2646415267079427
SO,T2M,0.25,90,1.284424595611288
SO,T2M,0.5,0,1.3691219126061702
SO,T2M,0.5,14,1.4498298309350854
SO,T2M,0.5,35,1.3692877432402948
SO,T2M,0.5,65,1.2603344711503328
SO,T2M,0.5,90,1.3952980562963786
SO,T2M,0.75,0,1.4441198300304758
SO,T2M,0.75,14,1.5871134675230585
SO,T2M,0.75,35,1.4992793548094778
SO,T2M,0.75,65,1.2738892385517089
SO,T2M,0.75,90,1.4293481170779148
SO,T2MDEW,0.25,0,0.5456762597334751
SO,T2MDEW,0.25,14,0.3145122551766965
SO,T2MDEW,0.25,35,0.7158532387372549
SO,T2MDEW,0.25,65,0.9395477633164323
SO,T2MDEW,0.25,90,0.7246026085740876
SO,T2MDEW,0.5,0,0.46258554129916096
SO,T2MDEW,0.5,14,0
SO,T2MDEW,0.5,35,0.5509289016631077
SO,T2MDEW,0.5,65,0.9834887174823305
SO,T2MDEW,0.5,90,0.7811283563009266
SO,T2MDEW,0.75,0,0.46070270110800166
SO,T2MDEW,0.75,14,-0.27549293494447535
SO,T2MDEW,0.75,35,0.42136448062585735
SO,T2MDEW,0.75,65,0.873232088895527
SO,T2MDEW,0.75,90,0.8118599620274661
SO,VPD,0.25,0,0.1540299515343116
SO,VPD,0.25,14,1.7647561923079347
SO,VPD,0.25,35,1.4118974881691886
SO,VPD,0.25,65,1.4454742018099767
SO,VPD,0.25,90,1.480450422578189
SO,VPD,0.5,0,1.5294834714079404
SO,VPD,0.5,14,1.7842274460267025
SO,VPD,0.5,35,1.6086276852785515
SO,VPD,0.5,65,1.4000774865207197
SO,VPD,0.5,90,1.5540672656184906
SO,VPD,0.75,0,1.5241816823823666
SO,VPD,0.75,14,1.7796871598397994
SO,VPD,0.75,35,1.667008395170392
SO,VPD,0.75,65,1.5207531766653073
SO,VPD,0.75,90,1.553057630637245
SO,WS2M,0.25,0,-1.1979642158894637
SO,WS2M,0.25,14,-1.3626053679587957
SO,WS2M,0.25,35,-1.344338688181213
SO,WS2M,0.25,65,-1.2593310051522153
SO,WS2M,0.25,90,-1.3137783639534866
SO,WS2M,0.5,0,-1.2747773863036622
SO,WS2M,0.5,14,-1.3125056966516708
SO,WS2M,0.5,35,-1.2505253142602477
SO,WS2M,0.5,65,-1.2341069672494993
SO,WS2M,0.5,90,-1.2646197538891204
SO,WS2M,0.75,0,-1.228486102829567
SO,WS2M,0.75,14,-1.2704113945003188
SO,WS2M,0.75,35,-1.222887834970385
SO,WS2M,0.75,65,-1.2242618211156329
SO,WS2M,0.75,90,-1.2327923503091835
SO,SOIL,NA,NA,-0.1678973960796328
SO,ALT,NA,NA,-0.6551035423964923
