env,gid,value
1_PI_LN,L016xL049,6.265970570317076
1_PI_LN,L016xL055,5.934006517565863
1_PI_LN,L016xL056,5.790744201217582
1_PI_LN,L017xL014C,1.3482376371864593
1_PI_LN,L017xL018,4.2410819462779346
1_PI_LN,L017xL023,5.661806656179088
1_PI_LN,L017xL029,3.4800279204535567
1_PI_LN,L017xL032,5.288567156470917
1_PI_LN,L017xL034,3.2323345303917232
1_PI_LN,L017xL037,3.6338952593649516
1_PI_LN,L017xL043,4.642856784661694
1_PI_LN,L017xL045,6.860237970785652
1_PI_LN,L017xL046,2.2885021472516476
1_PI_LN,L017xL047,2.5613264640990945
1_PI_LN,L017xL048,3.9850369250098936
1_PI_LN,L017xL049,2.7770378933170745
1_PI_LN,L017xL055,2.8487556863649512
1_PI_LN,L017xL056,3.032789067521483
1_PI_LN,L018xL007B,4.238241223277935
1_PI_LN,L018xL014B,5.5655765006857765
1_PI_LN,L018xL024,5.633489284611352
1_PI_LN,L018xL025,2.9848608441790887
1_PI_LN,L018xL027,8.698138429397872
1_PI_LN,L018xL032,4.5257735446857765
1_PI_LN,L018xL033,2.761077321685776
1_PI_LN,L018xL038,5.374201814277935
1_PI_LN,L018xL039,5.6367095046857765
1_PI_LN,L018xL041,7.93523513283122
1_PI_LN,L018xL044,4.641110161685776
1_PI_LN,L018xL046,6.695105145831517
1_PI_LN,L018xL055,7.529308758831519
1_PI_LN,L018xL056,6.815691442685776
1_PI_LN,L019xL014B,1.549681130924488
1_PI_LN,L019xL024,5.663728143389856
1_PI_LN,L019xL027,1.7271742977858324
1_PI_LN,L019xL028,2.4225205698732872
1_PI_LN,L019xL029,2.951321883873287
1_PI_LN,L019xL031,4.312376031453557
1_PI_LN,L019xL032,10.478043869825981
1_PI_LN,L019xL034,4.791951912825981
1_PI_LN,L019xL035,4.941995665161842
1_PI_LN,L019xL045,6.110300045847761
1_PI_LN,L019xL058,2.823705303897141
1_PI_LN,L022xL033,3.8171306531152474
1_PI_LN,L022xL044,3.6471136503649513
1_PI_LN,L023xL007B,6.29809445326482
1_PI_LN,L023xL014C,4.262274177611352
1_PI_LN,L023xL024,2.289223322453557
1_PI_LN,L023xL025,2.866652211788268
1_PI_LN,L023xL026,5.0987075319037345
1_PI_LN,L023xL027,5.337334203897141
1_PI_LN,L023xL028,5.022770120453557
1_PI_LN,L023xL029,4.368058271009893
1_PI_LN,L023xL031,6.110901522037186
1_PI_LN,L023xL032,5.396992963825981
1_PI_LN,L023xL033,3.9147554816857766
1_PI_LN,L023xL034,3.805484061325492
1_PI_LN,L023xL035,4.516401373440271
1_PI_LN,L023xL038,4.964343328435102
1_PI_LN,L023xL042,4.078125684521483
1_PI_LN,L023xL043,3.9904704571771306
